City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
256,Bengkulu,-3.8004,102.2655,73.4,88,74,5.32,broken clouds,ID,2022-03-27 22:53:34
257,Bara,10.3744,10.7288,78.93,11,11,14.05,few clouds,NG,2022-03-27 22:53:34
258,Rancho Palos Verdes,33.7445,-118.387,71.42,72,59,7.0,broken clouds,US,2022-03-27 22:53:35
259,Aswan,24.0934,32.907,65.5,10,0,8.05,clear sky,EG,2022-03-27 22:51:35
260,Kangasala,61.4638,24.076,34.14,91,100,15.08,snow,FI,2022-03-27 22:53:35
261,Torbat-E Jam,35.244,60.6225,48.7,52,0,1.05,clear sky,IR,2022-03-27 22:53:36
262,Lubango,-14.9172,13.4925,61.63,56,100,1.52,overcast clouds,AO,2022-03-27 22:53:36
263,Korla,41.7597,86.1469,47.86,25,85,12.1,overcast clouds,CN,2022-03-27 22:53:36
264,Cascais,38.6979,-9.4215,64.94,62,98,5.01,overcast clouds,PT,2022-03-27 22:53:37
265,Brooks,50.5834,-111.8851,62.58,27,100,4.61,overcast clouds,CA,2022-03-27 22:50:18
266,Oktyabrskoye,43.0645,44.7417,32.14,80,100,4.47,snow,RU,2022-03-27 22:53:37
267,Alice Springs,-23.7,133.8833,69.22,32,1,5.75,clear sky,AU,2022-03-27 22:49:13
268,Tessalit,20.1986,1.0114,82.44,12,29,7.94,scattered clouds,ML,2022-03-27 22:53:38
269,Huarmey,-10.0681,-78.1522,73.45,76,96,10.27,overcast clouds,PE,2022-03-27 22:53:38
270,Hobyo,5.3505,48.5268,79.9,64,100,12.8,overcast clouds,SO,2022-03-27 22:53:39
271,Waddan,29.1614,16.139,65.52,11,16,8.57,few clouds,LY,2022-03-27 22:49:47
272,Tailai,46.3833,123.4,32.83,35,3,11.68,clear sky,CN,2022-03-27 22:53:39
273,Maun,-19.9833,23.4167,67.96,100,0,4.61,clear sky,BW,2022-03-27 22:53:39
274,Farafangana,-22.8167,47.8333,75.27,94,68,4.32,light rain,MG,2022-03-27 22:53:40
275,Langfang,39.5097,116.6947,42.21,27,0,7.4,clear sky,CN,2022-03-27 22:53:40
276,Putai,46.6579,1.9863,43.99,78,64,4.99,broken clouds,FR,2022-03-27 22:53:41
277,Salekhard,66.53,66.6019,18.73,95,100,11.32,snow,RU,2022-03-27 22:53:41
278,Ambovombe,-25.1667,46.0833,73.02,92,100,11.74,light rain,MG,2022-03-27 22:53:41
279,Shimoda,34.6667,138.95,54.1,65,82,9.51,broken clouds,JP,2022-03-27 22:53:42
280,Melrose,42.4584,-71.0662,44.89,46,75,14.97,broken clouds,US,2022-03-27 22:53:42
281,Beyneu,45.3167,55.2,42.49,83,100,9.35,overcast clouds,KZ,2022-03-27 22:53:44
282,Asyut,27.181,31.1837,55.58,28,0,8.21,clear sky,EG,2022-03-27 22:53:44
283,Saryozek,44.3583,77.9753,33.31,93,99,5.32,overcast clouds,KZ,2022-03-27 22:53:44
284,Havre-Saint-Pierre,50.2334,-63.5986,32.36,100,100,13.8,overcast clouds,CA,2022-03-27 22:53:45
285,Bakel,14.905,-12.4568,89.49,12,78,10.83,broken clouds,SN,2022-03-27 22:53:45
286,Tchibanga,-2.85,11.0333,74.35,96,97,1.52,moderate rain,GA,2022-03-27 22:53:45
287,Belaya Kholunitsa,58.84,50.8528,19.11,92,100,9.42,light snow,RU,2022-03-27 22:53:46
288,Mar Del Plata,-38.0023,-57.5575,66.22,69,0,7.0,clear sky,AR,2022-03-27 22:53:46
289,Coquimbo,-29.9533,-71.3436,60.53,88,75,9.22,broken clouds,CL,2022-03-27 22:53:46
290,Kanniyakumari,8.0833,77.5667,80.13,79,1,2.68,clear sky,IN,2022-03-27 22:53:47
291,Madang,-5.2246,145.7966,79.81,86,97,3.56,heavy intensity rain,PG,2022-03-27 22:53:47
292,Waingapu,-9.6567,120.2641,79.0,80,70,3.36,broken clouds,ID,2022-03-27 22:52:57
293,Kidodi,-7.6036,37.0044,73.2,92,52,1.92,broken clouds,TZ,2022-03-27 22:53:48
294,Manokwari,-0.8667,134.0833,80.24,76,100,1.07,overcast clouds,ID,2022-03-27 22:53:48
295,Vanimo,-2.6741,141.3028,83.1,69,92,3.85,overcast clouds,PG,2022-03-27 22:53:48
296,Purgstall,48.0584,15.1348,45.55,83,0,1.81,clear sky,AT,2022-03-27 22:53:49
297,Portland,45.5234,-122.6762,69.89,60,100,1.01,overcast clouds,US,2022-03-27 22:53:24
298,Saravan,39.7196,45.6483,20.95,85,67,4.05,broken clouds,AM,2022-03-27 22:53:49
299,Catuday,16.2923,119.8062,79.02,77,56,5.95,broken clouds,PH,2022-03-27 22:53:50
300,Dalian,38.9122,121.6022,39.13,48,0,2.24,clear sky,CN,2022-03-27 22:53:50
301,Nome,64.5011,-165.4064,28.17,67,93,6.08,overcast clouds,US,2022-03-27 22:53:50
302,Sidi Ali,36.0998,0.4206,54.23,77,61,10.56,broken clouds,DZ,2022-03-27 22:53:51
303,Carauari,-4.8828,-66.8958,73.69,98,99,2.42,overcast clouds,BR,2022-03-27 22:53:51
304,Xingcheng,40.6167,120.7167,41.22,40,0,13.4,clear sky,CN,2022-03-27 22:53:52
305,Mogadishu,2.0371,45.3438,80.55,71,97,16.64,overcast clouds,SO,2022-03-27 22:50:18
306,Paarl,-33.7338,18.9752,68.02,53,46,3.62,scattered clouds,ZA,2022-03-27 22:53:52
307,Ambulu,-8.345,113.6058,75.99,86,86,2.73,overcast clouds,ID,2022-03-27 22:51:04
308,Rocha,-34.4833,-54.3333,62.85,54,0,4.18,clear sky,UY,2022-03-27 22:51:26
309,Merke,42.8728,73.1786,38.55,81,51,6.22,broken clouds,KZ,2022-03-27 22:51:12
310,Puerto Quijarro,-17.7833,-57.7667,76.08,75,22,2.28,few clouds,BO,2022-03-27 22:53:53
311,Pathankot,32.2833,75.65,70.32,24,0,6.98,clear sky,IN,2022-03-27 22:52:59
312,Cookeville,36.1628,-85.5016,49.01,31,0,4.61,clear sky,US,2022-03-27 22:51:57
313,Abaza,52.655,90.0928,20.12,91,100,1.86,overcast clouds,RU,2022-03-27 22:51:47
314,Talnakh,69.4865,88.3972,3.07,97,100,5.28,overcast clouds,RU,2022-03-27 22:53:53
315,Tateyama,34.9833,139.8667,60.1,81,95,7.49,overcast clouds,JP,2022-03-27 22:53:54
316,Manggar,-2.8833,108.2667,79.11,83,68,5.68,broken clouds,ID,2022-03-27 22:53:54
317,Leninsk-Kuznetskiy,54.6567,86.1737,4.44,95,88,2.13,overcast clouds,RU,2022-03-27 22:53:54
318,Esfarayen,37.0765,57.5101,40.66,42,0,1.95,clear sky,IR,2022-03-27 22:53:55
319,Aden,12.7794,45.0367,80.13,61,5,3.18,clear sky,YE,2022-03-27 22:53:55
320,Olafsvik,64.8945,-23.7142,32.83,72,100,22.95,overcast clouds,IS,2022-03-27 22:53:56
321,Christchurch,-43.5333,172.6333,65.41,78,100,16.11,overcast clouds,NZ,2022-03-27 22:52:53
322,Ufimskiy,56.7084,58.0517,33.31,98,100,9.33,light snow,RU,2022-03-27 22:53:56
323,Yingcheng,30.95,113.55,51.17,82,2,3.0,clear sky,CN,2022-03-27 22:53:57
324,Sivaki,52.6333,126.75,22.23,78,99,9.15,overcast clouds,RU,2022-03-27 22:53:57
325,Santa Cruz,-17.8,-63.1667,78.85,61,20,5.75,few clouds,BO,2022-03-27 22:53:32
326,Punta Alta,-38.8759,-62.0736,64.8,60,0,6.67,clear sky,AR,2022-03-27 22:53:58
327,Kvarkeno,52.0833,59.725,31.03,87,69,18.7,broken clouds,RU,2022-03-27 22:53:58
328,Kieta,-6.2167,155.6333,83.55,74,96,5.35,overcast clouds,PG,2022-03-27 22:53:58
329,Matara,5.9485,80.5353,76.33,91,24,5.3,few clouds,LK,2022-03-27 22:53:59
330,Weihai,37.5017,122.1136,40.26,41,0,9.26,clear sky,CN,2022-03-27 22:53:59
331,Mangrol,21.1167,70.1167,77.54,68,5,9.44,clear sky,IN,2022-03-27 22:54:00
332,Mustasaari,63.1142,21.6822,37.35,93,40,13.8,light rain,FI,2022-03-27 22:54:00
333,Sawakin,19.1059,37.3321,72.54,63,1,10.6,clear sky,SD,2022-03-27 22:54:00
334,Caravelas,-17.7125,-39.2481,76.17,83,0,5.1,clear sky,BR,2022-03-27 22:54:01
335,Gamba,-2.65,10.0,77.61,93,77,7.72,moderate rain,GA,2022-03-27 22:54:01
336,Baykit,61.67,96.37,-5.04,100,75,4.03,broken clouds,RU,2022-03-27 22:54:02
337,Chowchilla,37.123,-120.2602,83.98,24,100,21.0,overcast clouds,US,2022-03-27 22:54:02
338,Seymchan,62.8833,152.4333,-2.15,94,96,1.77,overcast clouds,RU,2022-03-27 22:54:02
339,Bratsk,56.1325,101.6142,3.69,100,69,5.1,broken clouds,RU,2022-03-27 22:50:05
340,Apricena,41.7839,15.4437,51.62,57,98,3.2,overcast clouds,IT,2022-03-27 22:54:03
341,Radenci,46.642,16.0378,52.68,76,0,1.23,clear sky,SI,2022-03-27 22:54:03
342,El Alto,-4.2714,-81.2147,73.4,73,100,10.38,overcast clouds,PE,2022-03-27 22:54:04
343,Mandalgovi,45.7625,106.2708,32.92,34,100,7.23,overcast clouds,MN,2022-03-27 22:54:05
344,Laguna,38.421,-121.4238,72.43,57,0,12.66,clear sky,US,2022-03-27 22:54:06
345,Kazachinskoye,57.6953,93.2761,-3.3,100,76,2.55,broken clouds,RU,2022-03-27 22:54:06
346,Grand-Santi,4.25,-54.3833,73.54,97,95,2.93,overcast clouds,GF,2022-03-27 22:54:07
347,Tuatapere,-46.1333,167.6833,66.54,59,3,1.03,clear sky,NZ,2022-03-27 22:54:07
348,Hofn,64.2539,-15.2082,32.56,73,100,8.25,overcast clouds,IS,2022-03-27 22:54:07
349,Hays,30.0502,-98.0336,86.27,24,47,4.0,scattered clouds,US,2022-03-27 22:54:08
350,Papetoai,-17.4961,-149.8729,83.79,73,49,15.23,light rain,PF,2022-03-27 22:54:08
351,Lakki Marwat,32.6079,70.9114,73.54,23,0,3.33,clear sky,PK,2022-03-27 22:54:09
352,Blyznyuky,48.8578,36.5551,28.15,50,24,16.13,few clouds,UA,2022-03-27 22:54:09
353,Praia Da Vitoria,38.7333,-27.0667,61.05,94,40,9.24,scattered clouds,PT,2022-03-27 22:54:09
354,Sao Cristovao,-11.0147,-37.2064,82.31,69,75,12.66,broken clouds,BR,2022-03-27 22:54:10
355,Alofi,-19.0595,-169.9187,84.09,79,100,10.36,overcast clouds,NU,2022-03-27 22:50:33
356,Boralday,43.3578,76.8594,40.86,87,75,4.47,broken clouds,KZ,2022-03-27 22:54:10
357,Constanza,47.6603,9.1758,49.51,56,0,1.99,clear sky,DE,2022-03-27 22:54:11
358,Maracas,-13.4411,-40.4308,68.52,84,98,10.27,overcast clouds,BR,2022-03-27 22:54:11
359,Ukholovo,53.7929,40.4892,19.94,80,87,16.93,overcast clouds,RU,2022-03-27 22:54:11
360,Ostersund,63.1792,14.6357,36.61,87,100,19.57,overcast clouds,SE,2022-03-27 22:54:12
361,Daru,-9.0763,143.2092,77.77,90,100,2.86,overcast clouds,PG,2022-03-27 22:54:12
362,Krasnokholm,51.5979,54.1567,32.2,98,100,12.62,light snow,RU,2022-03-27 22:54:13
363,Swan River,52.1058,-101.2676,19.29,49,90,8.05,overcast clouds,CA,2022-03-27 22:54:13
364,Kimparana,12.8347,-4.9244,90.77,13,2,6.67,clear sky,ML,2022-03-27 22:54:14
365,Hithadhoo,-0.6,73.0833,81.63,65,6,6.17,clear sky,MV,2022-03-27 22:50:39
366,Kerema,-7.9631,145.7785,82.56,74,51,3.69,broken clouds,PG,2022-03-27 22:54:14
367,Adrar,20.5022,-10.0711,78.06,12,7,2.91,clear sky,MR,2022-03-27 22:49:18
368,Omsukchan,62.5333,155.8,-0.99,98,99,5.53,overcast clouds,RU,2022-03-27 22:54:15
369,La Ronge,55.1001,-105.2842,19.65,68,100,17.27,overcast clouds,CA,2022-03-27 22:49:17
370,Mackay,-21.15,149.2,80.69,83,8,5.75,clear sky,AU,2022-03-27 22:51:14
371,Saldanha,-33.0117,17.9442,62.96,73,7,5.39,clear sky,ZA,2022-03-27 22:54:16
372,Simao,22.7886,100.9748,55.24,80,1,2.57,clear sky,CN,2022-03-27 22:54:16
373,Bonga,7.2833,36.2333,59.7,90,39,1.9,scattered clouds,ET,2022-03-27 22:54:16
374,Vila Velha,-20.3297,-40.2925,80.55,88,0,14.97,clear sky,BR,2022-03-27 22:54:17
375,Pahrump,36.2083,-115.9839,82.51,8,87,14.0,overcast clouds,US,2022-03-27 22:54:17
376,Bud,39.447,-86.1758,42.67,51,8,10.96,clear sky,US,2022-03-27 22:54:17
377,Fuyu,45.1833,124.8167,34.14,39,1,11.16,clear sky,CN,2022-03-27 22:54:18
378,Chase,50.8165,-119.6857,53.08,89,100,4.54,overcast clouds,CA,2022-03-27 22:54:18
379,Altamont,42.2068,-121.7372,61.77,35,100,3.0,overcast clouds,US,2022-03-27 22:54:18
380,Muyezerskiy,63.9333,31.65,12.99,91,84,3.85,broken clouds,RU,2022-03-27 22:54:19
381,Naze,28.3667,129.4833,63.52,58,95,13.73,overcast clouds,JP,2022-03-27 22:54:19
382,Poum,-20.2333,164.0167,81.72,72,31,17.49,scattered clouds,NC,2022-03-27 22:54:20
383,Puerto Colombia,10.9878,-74.9547,86.09,86,18,22.44,few clouds,CO,2022-03-27 22:54:20
384,Leo,11.1,-2.1,88.68,17,33,6.13,scattered clouds,BF,2022-03-27 22:49:52
385,Nova Olinda Do Norte,-3.8881,-59.0942,76.06,97,100,1.05,moderate rain,BR,2022-03-27 22:54:21
386,Puerto Escondido,15.85,-97.0667,83.62,63,100,5.95,overcast clouds,MX,2022-03-27 22:54:21
387,Phalaborwa,-23.943,31.1411,68.36,89,16,6.22,few clouds,ZA,2022-03-27 22:54:21
388,Soure,-0.7167,-48.5233,78.35,87,100,9.26,light rain,BR,2022-03-27 22:51:40
389,Kavaratti,10.5669,72.642,82.27,74,6,6.42,clear sky,IN,2022-03-27 22:54:22
390,Pevek,69.7008,170.3133,-11.04,95,41,7.72,scattered clouds,RU,2022-03-27 22:54:22
391,Acarau,-2.8856,-40.12,78.37,87,100,9.26,overcast clouds,BR,2022-03-27 22:51:38
392,Honningsvag,70.9821,25.9704,19.15,73,36,3.44,scattered clouds,NO,2022-03-27 22:51:38
393,Zapresic,45.8564,15.8078,56.93,53,0,0.74,clear sky,HR,2022-03-27 22:54:23
394,Monroe,43.1501,-77.6831,24.96,76,100,12.66,overcast clouds,US,2022-03-27 22:52:05
395,Cuenca,-2.8833,-78.9833,62.73,67,100,6.91,overcast clouds,EC,2022-03-27 22:50:38
396,Oskemen,49.9565,82.6119,35.56,86,100,6.71,light snow,KZ,2022-03-27 22:54:24
397,Karratha,-20.7377,116.8463,81.59,67,100,6.89,overcast clouds,AU,2022-03-27 22:54:24
398,Bahia Blanca,-38.7196,-62.2724,65.88,47,0,0.45,clear sky,AR,2022-03-27 22:50:09
399,Sola,-13.8833,167.55,82.78,72,98,11.27,overcast clouds,VU,2022-03-27 22:54:24
400,Katumba,-9.2333,33.6167,63.21,96,41,2.15,scattered clouds,TZ,2022-03-27 22:54:25
401,Baruun-Urt,46.6806,113.2792,28.38,34,95,4.05,overcast clouds,MN,2022-03-27 22:54:25
402,Creston,41.0586,-94.3614,40.78,28,40,6.91,scattered clouds,US,2022-03-27 22:54:26
403,Dondo,-19.6094,34.7431,78.31,96,99,5.17,overcast clouds,MZ,2022-03-27 22:54:26
404,Salmas,38.1973,44.7653,31.1,61,0,6.35,clear sky,IR,2022-03-27 22:54:27
405,Kokstad,-30.5472,29.4241,55.38,98,68,4.79,broken clouds,ZA,2022-03-27 22:54:27
406,Deder,9.3167,41.45,56.05,26,19,6.26,few clouds,ET,2022-03-27 22:54:27
407,Gorontalo,0.5412,123.0595,76.5,91,99,1.5,overcast clouds,ID,2022-03-27 22:54:28
408,Mecca,21.4267,39.8261,72.63,42,0,3.11,clear sky,SA,2022-03-27 22:54:28
409,Yuksekova,37.5736,44.2872,14.23,97,60,2.15,broken clouds,TR,2022-03-27 22:54:29
410,Ugoofaaru,5.6667,73.0,82.63,69,61,7.54,broken clouds,MV,2022-03-27 22:54:29
411,Atar,20.5169,-13.0499,75.67,16,93,4.61,overcast clouds,MR,2022-03-27 22:50:52
412,Ihosy,-22.4,46.1167,69.21,90,64,2.82,broken clouds,MG,2022-03-27 22:54:29
413,Fairbanks,64.8378,-147.7164,36.01,63,0,5.75,clear sky,US,2022-03-27 22:51:31
414,Jalingo,8.8833,11.3667,80.87,12,25,6.04,scattered clouds,NG,2022-03-27 22:54:30
415,Temiscaming,46.7212,-79.0971,13.55,79,100,9.22,overcast clouds,CA,2022-03-27 22:54:30
416,Port-Gentil,-0.7193,8.7815,82.36,89,40,10.36,scattered clouds,GA,2022-03-27 22:54:31
417,Broken Hill,-31.95,141.4333,64.11,68,59,0.0,broken clouds,AU,2022-03-27 22:50:27
418,Tanabe,33.7333,135.3667,56.93,58,75,13.8,broken clouds,JP,2022-03-27 22:54:31
419,Ko Samui,9.5357,99.9357,83.86,74,38,3.44,scattered clouds,TH,2022-03-27 22:51:34
420,Dunedin,-45.8742,170.5036,63.81,80,0,10.0,clear sky,NZ,2022-03-27 22:54:32
421,San Cristobal,7.7669,-72.225,77.18,74,95,2.95,overcast clouds,VE,2022-03-27 22:54:32
422,Manturovo,58.3353,44.7619,16.77,87,100,12.06,overcast clouds,RU,2022-03-27 22:54:33
423,Toucheng,24.8592,121.8233,64.45,81,100,7.9,light rain,TW,2022-03-27 22:54:33
424,Macerata,43.2,13.1667,43.12,66,100,2.39,overcast clouds,IT,2022-03-27 22:54:33
425,Murdochville,48.9583,-65.5006,23.88,97,100,1.95,overcast clouds,CA,2022-03-27 22:54:34
426,Oussouye,12.485,-16.5469,73.58,69,100,10.47,overcast clouds,SN,2022-03-27 22:54:34
427,Ust-Nera,64.5667,143.2,-5.3,98,77,0.89,broken clouds,RU,2022-03-27 22:54:35
428,Khovu-Aksy,51.1333,93.6,17.29,97,100,2.06,overcast clouds,RU,2022-03-27 22:54:35
429,Preobrazheniye,42.9019,133.9064,36.66,56,3,11.61,clear sky,RU,2022-03-27 22:54:36
430,Nabire,-3.3667,135.4833,76.08,89,100,4.99,overcast clouds,ID,2022-03-27 22:54:37
431,Upata,8.0086,-62.3989,77.0,72,85,7.27,overcast clouds,VE,2022-03-27 22:54:37
432,Gandajika,-6.75,23.95,71.37,80,98,1.63,overcast clouds,CD,2022-03-27 22:54:38
433,Teahupoo,-17.8333,-149.2667,78.76,75,55,14.63,light rain,PF,2022-03-27 22:54:38
434,Saint-Joseph,-21.3667,55.6167,77.38,86,91,7.05,overcast clouds,RE,2022-03-27 22:54:39
435,Takoradi,4.8845,-1.7554,80.96,85,73,7.05,broken clouds,GH,2022-03-27 22:52:52
436,Ashland,40.8167,-82.2665,28.98,61,100,14.18,overcast clouds,US,2022-03-27 22:54:39
437,Suslovo,56.2167,88.1167,8.58,88,7,7.76,clear sky,RU,2022-03-27 22:54:40
438,Wagar,16.1525,36.2032,72.37,50,5,11.32,clear sky,SD,2022-03-27 22:54:40
439,Andros Town,24.7,-77.7667,73.69,47,0,17.0,clear sky,BS,2022-03-27 22:54:41
440,Energeticheskiy,43.4278,77.0222,41.56,87,75,4.47,broken clouds,KZ,2022-03-27 22:54:41
441,Maarianhamina,60.0973,19.9348,48.06,53,0,16.11,clear sky,AX,2022-03-27 22:54:41
442,Bathsheba,13.2167,-59.5167,79.41,69,75,14.97,broken clouds,BB,2022-03-27 22:54:42
443,Srednekolymsk,67.45,153.6833,6.24,81,45,3.36,scattered clouds,RU,2022-03-27 22:54:42
444,Hongjiang,27.11,109.9956,49.1,92,44,1.32,scattered clouds,CN,2022-03-27 22:54:43
445,Ocampo,21.65,-101.5,75.11,10,1,9.57,clear sky,MX,2022-03-27 22:54:43
446,Zhanaozen,43.3,52.8,40.3,94,44,7.74,scattered clouds,KZ,2022-03-27 22:54:43
447,Kostino,58.9097,53.2691,24.08,92,100,10.07,overcast clouds,RU,2022-03-27 22:54:44
448,Chara,56.9064,118.2631,13.86,84,100,4.18,light snow,RU,2022-03-27 22:54:44
449,Chitral,35.8462,71.7858,52.03,78,94,3.91,overcast clouds,PK,2022-03-27 22:54:45
450,Aguimes,27.9054,-15.4461,63.23,68,20,10.36,few clouds,ES,2022-03-27 22:54:45
451,Hoquiam,46.9809,-123.8893,59.45,88,100,3.47,overcast clouds,US,2022-03-27 22:54:45
452,Port Hedland,-20.3167,118.5667,80.65,78,99,6.91,overcast clouds,AU,2022-03-27 22:54:46
453,Port Lincoln,-34.7333,135.8667,66.76,80,20,8.32,few clouds,AU,2022-03-27 22:50:02
454,Syasstroy,60.1367,32.5691,20.84,85,100,7.92,overcast clouds,RU,2022-03-27 22:54:46
455,Ilulissat,69.2167,-51.1,20.07,68,65,9.17,broken clouds,GL,2022-03-27 22:54:47
456,Hazorasp,41.3194,61.0742,39.04,46,32,3.62,scattered clouds,UZ,2022-03-27 22:54:47
457,Uyuni,-20.4597,-66.825,57.31,25,1,14.83,clear sky,BO,2022-03-27 22:54:47
458,Tecolutilla,18.2833,-93.3167,75.47,67,73,11.18,broken clouds,MX,2022-03-27 22:54:48
459,Skelleftea,64.7507,20.9528,28.99,69,100,5.75,overcast clouds,SE,2022-03-27 22:54:48
460,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.76,85,89,8.21,overcast clouds,BR,2022-03-27 22:54:49
461,Marsh Harbour,26.5412,-77.0636,71.64,50,0,18.3,clear sky,BS,2022-03-27 22:54:49
462,Luanda,-8.8368,13.2343,80.6,83,40,10.36,scattered clouds,AO,2022-03-27 22:54:49
463,Lagos,6.5833,3.75,84.52,83,18,5.19,few clouds,NG,2022-03-27 22:53:22
464,Veraval,20.9,70.3667,77.77,65,10,11.1,clear sky,IN,2022-03-27 22:54:51
465,Itarana,-19.8739,-40.8753,75.36,79,3,2.98,clear sky,BR,2022-03-27 22:53:17
466,Itupiranga,-5.1347,-49.3267,79.12,95,100,1.83,overcast clouds,BR,2022-03-27 22:54:51
467,Maryville,35.7565,-83.9705,53.85,14,40,6.87,scattered clouds,US,2022-03-27 22:54:51
468,Cabinda,-5.55,12.2,80.22,93,81,9.33,light rain,AO,2022-03-27 22:54:52
469,Gazojak,41.1875,61.4036,46.74,47,15,4.54,few clouds,TM,2022-03-27 22:54:52
470,Acapulco,16.8634,-99.8901,83.5,45,78,9.33,broken clouds,MX,2022-03-27 22:54:20
471,Yarada,17.65,83.2667,80.92,78,40,3.44,mist,IN,2022-03-27 22:54:53
472,Eyl,7.9803,49.8164,75.51,73,59,10.89,broken clouds,SO,2022-03-27 22:54:53
473,Te Anau,-45.4167,167.7167,66.31,55,5,1.25,clear sky,NZ,2022-03-27 22:54:54
474,Igrim,63.1906,64.4162,23.14,91,100,13.76,overcast clouds,RU,2022-03-27 22:54:54
475,Sanchazi,42.0817,126.6003,32.23,46,0,5.61,clear sky,CN,2022-03-27 22:54:54
476,Sussex,41.1834,-74.6663,36.07,55,99,10.0,overcast clouds,US,2022-03-27 22:54:55
477,Gualaquiza,-3.4,-78.55,66.27,99,100,2.46,moderate rain,EC,2022-03-27 22:54:55
478,Pangai,-19.8,-174.35,82.51,69,75,8.05,broken clouds,TO,2022-03-27 22:52:19
479,Labuhan,-6.8844,112.2051,78.89,83,96,6.82,light rain,ID,2022-03-27 22:54:56
480,Urucui,-7.2294,-44.5561,76.26,89,100,4.92,overcast clouds,BR,2022-03-27 22:54:56
481,Usinsk,65.9939,57.5281,22.03,96,100,7.61,snow,RU,2022-03-27 22:54:56
482,Ewo,-0.8725,14.8206,76.64,81,90,0.72,light rain,CG,2022-03-27 22:54:57
483,Siniscola,40.5719,9.6922,47.75,79,81,3.62,broken clouds,IT,2022-03-27 22:54:57
484,Kommunisticheskiy,61.6789,64.4819,21.34,92,100,13.29,overcast clouds,RU,2022-03-27 22:54:58
485,Eureka,40.8021,-124.1637,71.74,69,99,8.01,overcast clouds,US,2022-03-27 22:50:58
486,Mandurah,-32.55,115.7,63.91,70,48,15.14,scattered clouds,AU,2022-03-27 22:54:58
487,Paamiut,61.994,-49.6678,25.07,81,92,4.5,overcast clouds,GL,2022-03-27 22:54:58
488,Ciudad Bolivar,8.1222,-63.5497,88.16,49,78,17.2,broken clouds,VE,2022-03-27 22:54:59
489,Zhicheng,30.2956,111.5047,52.5,82,0,2.64,clear sky,CN,2022-03-27 22:54:59
490,Trairi,-3.2778,-39.2689,76.87,90,93,6.35,overcast clouds,BR,2022-03-27 22:51:50
491,Cacoal,-11.4386,-61.4472,75.13,95,99,3.6,heavy intensity rain,BR,2022-03-27 22:50:17
492,Mendi,-6.1761,143.6513,64.83,69,96,0.49,overcast clouds,PG,2022-03-27 22:55:00
493,Puerto Madryn,-42.7692,-65.0385,63.75,43,0,11.81,clear sky,AR,2022-03-27 22:55:00
494,Vestmannaeyjar,63.4427,-20.2734,43.45,84,100,26.49,overcast clouds,IS,2022-03-27 22:55:01
495,Beringovskiy,63.05,179.3167,7.23,85,40,6.71,scattered clouds,RU,2022-03-27 22:55:01
496,Oranjemund,-28.55,16.4333,63.09,67,0,1.83,clear sky,NA,2022-03-27 22:55:01
497,Venado Tuerto,-33.7456,-61.9688,66.88,58,0,8.52,clear sky,AR,2022-03-27 22:55:02
498,Saint-Pierre,-21.3393,55.4781,78.48,75,100,3.44,overcast clouds,RE,2022-03-27 22:50:33
499,Pinega,64.7001,43.3936,7.92,90,75,7.27,broken clouds,RU,2022-03-27 22:55:02
500,Bunia,1.5667,30.25,63.37,96,88,3.85,moderate rain,CD,2022-03-27 22:55:03
501,Ventspils,57.3894,21.5606,39.13,87,0,12.66,clear sky,LV,2022-03-27 22:55:03
502,Kununurra,-15.7667,128.7333,78.78,94,88,1.14,overcast clouds,AU,2022-03-27 22:54:04
503,Ushibuka,32.1906,130.0228,57.0,60,100,8.34,overcast clouds,JP,2022-03-27 22:55:04
504,Sorong,-0.8833,131.25,80.2,83,97,3.06,overcast clouds,ID,2022-03-27 22:55:04
505,Yaring,6.8662,101.3689,77.54,88,0,2.44,clear sky,TH,2022-03-27 22:55:05
506,Leua,48.2156,18.6071,47.23,58,4,2.62,clear sky,SK,2022-03-27 22:55:05
507,Plouzane,48.3833,-4.6167,55.72,63,0,4.61,clear sky,FR,2022-03-27 22:55:05
508,Semibratovo,57.3046,39.5369,21.06,84,100,14.94,overcast clouds,RU,2022-03-27 22:55:06
509,Laizhou,37.1717,119.9214,39.85,50,1,8.55,clear sky,CN,2022-03-27 22:55:06
510,Bonavista,48.6499,-53.1147,33.03,94,100,22.79,light snow,CA,2022-03-27 22:55:06
511,Ferme-Neuve,46.7001,-75.4493,15.1,86,100,11.5,light snow,CA,2022-03-27 22:55:07
512,Makakilo City,21.3469,-158.0858,79.02,64,100,5.75,light intensity drizzle,US,2022-03-27 22:55:07
513,Peruibe,-24.32,-46.9983,75.06,94,100,2.08,overcast clouds,BR,2022-03-27 22:55:08
514,The Valley,18.217,-63.0578,77.83,78,75,8.05,broken clouds,AI,2022-03-27 22:55:08
515,Mapua,-41.25,173.1,71.01,68,2,1.99,clear sky,NZ,2022-03-27 22:55:08
516,Taft,31.7471,54.2088,48.15,16,0,4.61,clear sky,IR,2022-03-27 22:55:09
517,Meiningen,50.5679,10.4152,45.32,70,0,1.5,clear sky,DE,2022-03-27 22:50:24
518,Esperance,-33.8667,121.9,60.64,70,97,11.65,overcast clouds,AU,2022-03-27 22:55:09
519,Kysyl-Syr,63.8986,122.7617,17.47,96,100,4.63,overcast clouds,RU,2022-03-27 22:55:10
